team,ground,postcode,county_fa,latitude,longitude
Southwell City,Brinkley Centenary Sports Ground,NG25 0TP,Nottinghamshire,53.06729,-0.933424
West Bridgford,Regatta Way Sports Ground,NG2 5AT,Nottinghamshire,52.934102,-1.105897
AFC Portchester,Crest Finance Stadium,PO16 9DP,Hampshire,50.843027,-1.143422
AFC Stoneham,Stoneham Lane Football Complex,SO16 2PA,Hampshire,50.944217,-1.37882
Alresford Town,Arlebury Park,SO24 9EP,Hampshire,51.089333,-1.169766
Baffins Milton Rovers,PMC Stadium,PO3 5LY,Hampshire,50.823031,-1.042107
Bemerton Heath Harlequins,Moon Park,SP2 9DR,Hampshire,51.080182,-1.832899
Blackfield & Langley,Gang Warily Recreation & Community Centre,SO45 1GA,Hampshire,50.824108,-1.366316
Bournemouth,Victoria Park,BH9 2RA,Hampshire,50.746181,-1.887509
Brockenhurst,Meadens Skoda Arena,SO42 7RE,Hampshire,50.821224,-1.575138
Christchurch,M A Hart Stadium,BH23 6DY,Hampshire,50.773656,-1.819405
Cowes Sports,Westwood Park,PO31 7NT,Hampshire,50.757708,-1.307991
Fareham Town,Cams Alders Stadium,PO14 1BJ,Hampshire,50.843144,-1.187464
Hamble Club,Hamble Community Facility,SO31 4TS,Hampshire,50.867845,-1.335185
Horndean,Five Heads Park,PO8 9NZ,Hampshire,50.918354,-1.005611
Hythe & Dibden,Hythe Garage Stadium,SO45 5TN,Hampshire,50.86642,-1.425712
Laverstock & Ford,Church Road,SP1 1QX,Wiltshire,51.078211,-1.772937
Moneyfields,Moneyfields Sports Ground,PO3 6LA,Hampshire,50.81381,-1.059315
Pagham,Nyetimber Lane,PO21 3JY,Sussex,50.779111,-0.735324
Portland United,Camp & Satherley Stadium,DT5 1DA,Dorset,50.550824,-2.430238
Shaftesbury,Cockrams,SP7 8PF,Dorset,51.005211,-2.188132
United Services Portsmouth,Victory Stadium (HMS Temeraire),PO1 2HB,Hampshire,50.794697,-1.098859
Amesbury Town,Bonnymead Park,SP4 7BB,Wiltshire,51.167594,-1.788618
Andover New Street,Foxcotte Park,SP11 0TA,Hampshire,51.2329,-1.499033
Andover Town,Portway Stadium,SP10 3LF,Hampshire,51.216727,-1.516258
Ash United,Shawfield Stadium,GU12 6RE,Surrey,51.250205,-0.727375
Downton,Brian Whitehead Sports Ground,SP5 3NF,Wiltshire,50.993282,-1.760528
East Cowes Victoria Athletic,Beatrice Avenue,PO32 6PA,Hampshire,50.746056,-1.277509
Fawley,Aliport Arena,SO45 2PA,Hampshire,50.836474,-1.386594
Fleet Spurs,Southwood Sports Pavilion,GU14 0ST,Hampshire,51.290706,-0.798952
Fleetlands,Lederle Lane,PO13 0AX,Hampshire,50.833524,-1.17241
Folland Sports,Folland Park,SO31 4NF,Hampshire,50.863028,-1.332408
Hamworthy Recreation,The Hamworthy Club,BH21 3AP,Dorset,50.776768,-1.943124
Millbrook,Solent University Test Park,SO16 9QZ,Hampshire,50.93032,-1.469273
New Milton Town,Fawcett's Field Sports Ground,BH25 6QF,Hampshire,50.745465,-1.670757
Newport (Isle of Wight),Smallbrook Stadium,PO33 4BH,Hampshire,50.710365,-1.164781
Petersfield Town,Southdowns Builders Stadium,GU31 4BW,Hampshire,51.007649,-0.929114
Ringwood Town,MACRA Community Stadium,BH24 3BX,Hampshire,50.828725,-1.772125
Romsey Town,AEC Protection Ground,SO51 8GJ,Hampshire,50.987577,-1.493757
Totton & Eling,Millers Park,SO40 2RW,Hampshire,50.936978,-1.511366
Verwood Town,Potterne Park,BH21 6RS,Dorset,50.866469,-1.866261
Whitchurch United,Longmeadow Sports Centre,RG28 7RB,Hampshire,51.221913,-1.338199
Ashton & Backwell United,Lancer Scott Stadium,BS48 3HQ,Somerset,51.412155,-2.743891
Barnstaple Town,Mill Road,EX31 1JQ,Devon,51.082626,-4.065273
Bitton,WDS Associates Legal Services Stadium,BS30 6HX,Gloucestershire,51.430284,-2.468993
Bridgwater United,Fairfax Park,TA6 4TZ,Somerset,51.133664,-2.989358
Buckland Athletic,Homers Heath,TQ12 5JU,Devon,50.515567,-3.595309
Cadbury Heath,Springfield,BS30 8BX,Gloucestershire,51.450843,-2.479766
Clevedon Town,Everyone Active Stadium,BS21 6TG,Somerset,51.425444,-2.842669
Falmouth Town,Bickland Park,TR11 4PB,Cornwall,50.156414,-5.09858
Helston Athletic,Kellaway Park,TR13 8PJ,Cornwall,50.104014,-5.267007
Ilfracombe Town,Marlborough Park,EX34 8AB,Devon,51.2026,-4.11686
Keynsham Town,AJN Stadium,BS31 2BE,Somerset,51.418313,-2.505037
Millbrook AFC,Jenkins Park,PL10 1FE,Cornwall,50.351768,-4.210129
Mousehole AFC,Trungle Park,TR19 6AZ,Cornwall,50.089851,-5.548178
Saltash United,Kimberley Stadium,PL12 6DX,Cornwall,50.409716,-4.220922
Shepton Mallet,Playing Fields,BA4 5XN,Somerset,51.187721,-2.560191
Sherborne Town,Raleigh Grove,DT9 5NS,Dorset,50.939955,-2.511093
Street,Tannery Ground,BA16 0TA,Somerset,51.116451,-2.743169
Torpoint Athletic,The Mill,PL11 2RE,Cornwall,50.372756,-4.207097
Wellington AFC,North Street,TA21 8NE,Somerset,50.978797,-3.233025
Welton Rovers,West Clewes,BA3 2QD,Somerset,51.289151,-2.480416
AEK Boco,Greenbank Recreation Ground,BS15 3RZ,Gloucestershire,51.448481,-2.50645
Almondsbury,The Field,BS32 4AF,Gloucestershire,51.550118,-2.564747
Bishop Sutton,Lakeview,BS39 5XN,Somerset,51.330087,-2.601725
Bishops Lydeard,Cothelstone Road,TA4 3BA,Somerset,51.066704,-3.185304
Brislington,Brislington Stadium,BS4 4TZ,Somerset,51.4339,-2.530398
Bristol Telephones,Lansdown Park Academy,BS14 8SJ,Gloucestershire,51.408828,-2.544831
Cheddar,Bowdens Park,BS27 3RL,Somerset,51.271326,-2.77716
FC Bristol,Oaklands Park,BS32 4AG,Gloucestershire,51.548586,-2.571002
Gillingham Town,Woodwater Lane Ground,SP8 4HX,Dorset,51.037764,-2.266309
Hallen,Hallen Centre,BS10 7RU,Gloucestershire,51.514731,-2.657188
Hengrove Athletic,Norton Lane,BS14 0BT,Somerset,51.397815,-2.553971
Longwell Green Sports,Longwell Green Community Centre,BS30 9DU,Gloucestershire,51.439009,-2.492563
Nailsea & Tickenham,Fryth Way,BS48 2AS,Somerset,51.435808,-2.774122
Odd Down AFC,Lew Hill Memorial Ground,BA2 8PA,Somerset,51.353507,-2.382205
Oldland Abbotonians,Aitchinson Playing Field,BS30 9SZ,Gloucestershire,51.440204,-2.469123
Portishead Town,Bristol Road,BS20 6QG,Somerset,51.476068,-2.761053
Radstock Town,Southfields Recreation Ground,BA3 3NZ,Somerset,51.290057,-2.439699
Shirehampton,The Creek,BS9 2HS,Gloucestershire,51.482589,-2.649875
Tytherington Rocks,Hardwicke Playing Field,GL12 8UJ,Gloucestershire,51.596854,-2.482488
Warminster Town,Weymouth Street,BA12 9NS,Wiltshire,51.200846,-2.184855
Wells City,Athletic Ground,BA5 1TU,Somerset,51.203512,-2.651374
Wincanton Town,Wincanton Sports Ground,BA9 9EJ,Somerset,51.051146,-2.410482
